,T,RH,WS,Rs,P
2005-04-12 09:00:00,30.92,6.89,3.67,2.68,99.03
2005-04-12 10:00:00,33.13,5.8,2.36,3.24,99.01
2005-04-12 11:00:00,34.76,5.03,1.39,3.52,98.94
2005-04-12 12:00:00,35.97,4.49,1.38,3.76,98.85
2005-04-12 13:00:00,36.73,4.2,1.84,3.43,98.74
2005-04-12 14:00:00,36.9,4.08,2.23,2.94,98.65
2005-04-12 15:00:00,36.41,4.17,2.46,2.23,98.6
2005-04-12 16:00:00,35.38,4.41,2.55,1.38,98.6
2005-04-12 17:00:00,32.62,5.46,1.48,0.53,98.63
2005-04-12 18:00:00,27.64,7.53,1.43,0.03,98.68
2005-04-12 19:00:00,25.77,8.36,1.58,0.0,98.75
2005-04-12 20:00:00,24.54,9.06,1.69,0.0,98.8
2005-04-12 21:00:00,23.42,9.8,1.78,0.0,98.82
2005-04-12 22:00:00,22.38,10.49,1.85,0.0,98.81
2005-04-12 23:00:00,21.4,11.26,1.9,0.0,98.78
2005-04-13 00:00:00,20.51,12.09,1.94,0.0,98.74
2005-04-13 01:00:00,19.68,12.93,1.99,0.0,98.71
2005-04-13 02:00:00,18.99,13.71,2.08,0.0,98.7
2005-04-13 03:00:00,18.48,14.23,2.17,0.0,98.71
2005-04-13 04:00:00,18.01,14.74,2.24,0.0,98.75
2005-04-13 05:00:00,17.59,15.06,2.34,0.0,98.8
2005-04-13 06:00:00,19.51,13.36,3.11,0.37,98.87
2005-04-13 07:00:00,23.1,10.73,4.05,1.18,98.94
2005-04-13 08:00:00,27.61,8.3,3.12,2.05,98.99
2005-04-13 09:00:00,33.84,5.39,3.36,2.8,98.98
2005-04-13 10:00:00,36.19,4.55,2.01,3.35,98.94
2005-04-13 11:00:00,37.65,4.12,1.01,3.65,98.85
2005-04-13 12:00:00,38.64,3.83,0.62,3.72,98.75
2005-04-13 13:00:00,39.23,3.67,0.84,3.48,98.64
2005-04-13 14:00:00,39.31,3.63,1.03,2.97,98.55
2005-04-13 15:00:00,38.9,3.7,1.2,2.26,98.49
2005-04-13 16:00:00,37.98,3.92,1.4,1.41,98.48
2005-04-13 17:00:00,35.19,5.26,0.9,0.54,98.49
2005-04-13 18:00:00,31.01,6.51,1.31,0.03,98.52
2005-04-13 19:00:00,29.07,7.12,1.45,0.0,98.57
2005-04-13 20:00:00,27.99,7.54,1.47,0.0,98.63
2005-04-13 21:00:00,27.51,7.72,1.42,0.0,98.68
2005-04-13 22:00:00,27.42,7.76,1.23,0.0,98.7
2005-04-13 23:00:00,27.32,7.8,0.92,0.0,98.69
2005-04-14 00:00:00,27.0,7.99,0.65,0.0,98.66
2005-04-14 01:00:00,26.32,8.41,0.56,0.0,98.63
2005-04-14 02:00:00,25.66,8.55,0.49,0.0,98.6
2005-04-14 03:00:00,25.0,8.94,0.39,0.0,98.58
2005-04-14 04:00:00,24.44,9.24,0.33,0.0,98.59
2005-04-14 05:00:00,23.94,9.42,0.22,0.0,98.62
2005-04-14 06:00:00,23.77,9.79,0.54,0.37,98.67
2005-04-14 07:00:00,26.13,8.37,1.5,1.16,98.73
2005-04-14 08:00:00,29.43,6.76,1.91,2.02,98.78
2005-04-14 09:00:00,34.55,4.83,2.9,2.77,98.8
2005-04-14 10:00:00,36.8,4.16,3.46,3.32,98.8
2005-04-14 11:00:00,38.04,3.91,3.7,3.63,98.75
2005-04-14 12:00:00,38.83,3.79,3.89,3.79,98.69
2005-04-14 13:00:00,39.17,3.79,4.03,3.55,98.6
2005-04-14 14:00:00,39.13,3.88,4.02,3.05,98.51
2005-04-14 15:00:00,38.7,4.04,3.92,2.34,98.46
2005-04-14 16:00:00,37.7,4.36,3.71,1.49,98.44
2005-04-14 17:00:00,35.0,5.28,2.05,0.59,98.46
2005-04-14 18:00:00,29.75,7.48,1.47,0.03,98.49
2005-04-14 19:00:00,28.11,8.4,1.52,0.0,98.54
2005-04-14 20:00:00,27.07,9.15,1.52,0.0,98.59
2005-04-14 21:00:00,26.11,9.96,1.5,0.0,98.62
2005-04-14 22:00:00,25.23,10.74,1.46,0.0,98.62
2005-04-14 23:00:00,24.53,11.4,1.41,0.0,98.6
2005-04-15 00:00:00,24.1,12.07,1.33,0.0,98.58
2005-04-15 01:00:00,23.98,12.47,1.15,0.0,98.56
2005-04-15 02:00:00,23.76,12.9,0.96,0.0,98.54
2005-04-15 03:00:00,22.93,13.73,0.9,0.0,98.54
2005-04-15 04:00:00,22.1,14.51,1.03,0.0,98.59
2005-04-15 05:00:00,21.27,15.34,1.15,0.0,98.65
2005-04-15 06:00:00,21.96,14.95,1.13,0.41,98.72
2005-04-15 07:00:00,25.27,12.31,1.99,1.22,98.81
2005-04-15 08:00:00,29.1,9.96,1.56,2.07,98.86
2005-04-15 09:00:00,34.2,8.58,1.46,2.81,98.88
2005-04-15 10:00:00,36.23,8.45,1.77,3.34,98.85
2005-04-15 11:00:00,37.42,8.38,2.38,3.63,98.78
2005-04-15 12:00:00,38.21,8.4,2.88,3.67,98.69
2005-04-15 13:00:00,38.55,8.52,3.26,3.42,98.59
2005-04-15 14:00:00,38.5,8.74,3.44,2.92,98.53
2005-04-15 15:00:00,38.01,9.14,3.46,2.22,98.49
2005-04-15 16:00:00,37.03,9.79,3.31,1.37,98.49
2005-04-15 17:00:00,34.95,11.17,2.06,0.53,98.51
2005-04-15 18:00:00,30.48,14.66,1.31,0.03,98.55
2005-04-15 19:00:00,28.95,16.1,1.38,0.0,98.61
2005-04-15 20:00:00,27.96,17.15,1.44,0.0,98.67
2005-04-15 21:00:00,26.99,17.98,1.51,0.0,98.71
2005-04-15 22:00:00,26.01,18.77,1.56,0.0,98.73
2005-04-15 23:00:00,25.12,19.54,1.59,0.0,98.7
2005-04-16 00:00:00,24.29,20.26,1.61,0.0,98.67
2005-04-16 01:00:00,23.52,21.05,1.63,0.0,98.63
2005-04-16 02:00:00,22.82,21.9,1.61,0.0,98.6
2005-04-16 03:00:00,22.15,23.1,1.56,0.0,98.6
2005-04-16 04:00:00,21.53,24.37,1.54,0.0,98.64
2005-04-16 05:00:00,20.95,25.66,1.54,0.0,98.72
2005-04-16 06:00:00,22.78,23.3,1.83,0.37,98.8
2005-04-16 07:00:00,26.3,19.03,3.27,1.14,98.87
2005-04-16 08:00:00,30.59,14.59,2.48,1.99,98.92
2005-04-16 09:00:00,35.47,10.6,1.05,2.72,98.92
2005-04-16 10:00:00,37.17,9.48,0.85,3.26,98.89
2005-04-16 11:00:00,38.36,8.65,1.13,3.56,98.82
2005-04-16 12:00:00,39.14,7.97,1.48,3.7,98.75
2005-04-16 13:00:00,39.51,7.48,1.77,3.46,98.65
2005-04-16 14:00:00,39.41,7.21,2.09,2.97,98.56
2005-04-16 15:00:00,38.9,7.15,2.38,2.27,98.5
2005-04-16 16:00:00,37.94,7.31,2.57,1.43,98.48
2005-04-16 17:00:00,35.93,8.03,1.84,0.57,98.49
2005-04-16 18:00:00,31.16,10.45,1.3,0.03,98.52
2005-04-16 19:00:00,29.33,11.15,1.42,0.0,98.59
2005-04-16 20:00:00,28.11,11.48,1.47,0.0,98.64
2005-04-16 21:00:00,27.01,11.76,1.47,0.0,98.68
2005-04-16 22:00:00,25.93,12.29,1.48,0.0,98.68
2005-04-16 23:00:00,24.85,13.26,1.49,0.0,98.65
2005-04-17 00:00:00,23.79,14.55,1.5,0.0,98.6
2005-04-17 01:00:00,22.8,16.23,1.51,0.0,98.56
2005-04-17 02:00:00,21.9,18.28,1.53,0.0,98.55
2005-04-17 03:00:00,21.14,20.42,1.57,0.0,98.57
2005-04-17 04:00:00,20.5,22.36,1.61,0.0,98.63
2005-04-17 05:00:00,19.96,23.95,1.63,0.0,98.7
2005-04-17 06:00:00,22.09,21.45,1.87,0.43,98.78
2005-04-17 07:00:00,26.14,16.97,3.58,1.23,98.86
2005-04-17 08:00:00,30.51,12.84,3.04,2.08,98.89
2005-04-17 09:00:00,35.47,8.02,2.17,2.82,98.89
2005-04-17 10:00:00,37.39,6.38,0.97,3.36,98.85
2005-04-17 11:00:00,38.63,5.59,0.86,3.64,98.77
2005-04-17 12:00:00,39.47,5.16,1.45,3.7,98.69
2005-04-17 13:00:00,39.91,4.95,2.02,3.35,98.59
2005-04-17 14:00:00,39.9,4.89,2.49,2.97,98.51
2005-04-17 15:00:00,39.35,4.94,2.77,2.25,98.45
2005-04-17 16:00:00,38.33,5.15,2.83,1.41,98.43
2005-04-17 17:00:00,36.0,5.93,1.76,0.56,98.46
2005-04-17 18:00:00,31.17,8.01,1.34,0.03,98.52
2005-04-17 19:00:00,29.32,8.8,1.46,0.0,98.59
2005-04-17 20:00:00,28.06,9.47,1.5,0.0,98.65
2005-04-17 21:00:00,26.94,10.16,1.51,0.0,98.68
2005-04-17 22:00:00,25.96,11.09,1.5,0.0,98.69
2005-04-17 23:00:00,25.15,12.18,1.5,0.0,98.66
2005-04-18 00:00:00,24.44,13.32,1.48,0.0,98.62
2005-04-18 01:00:00,23.86,14.38,1.45,0.0,98.58
2005-04-18 02:00:00,23.23,15.48,1.43,0.0,98.55
2005-04-18 03:00:00,22.4,16.92,1.43,0.0,98.52
2005-04-18 04:00:00,21.36,18.65,1.46,0.0,98.54
2005-04-18 05:00:00,20.48,20.29,1.51,0.0,98.59
2005-04-18 06:00:00,22.26,18.5,1.47,0.44,98.67
2005-04-18 07:00:00,26.9,14.07,2.98,1.26,98.75
2005-04-18 08:00:00,31.44,10.21,1.96,2.11,98.79
2005-04-18 09:00:00,35.94,6.37,1.26,2.85,98.79
2005-04-18 10:00:00,37.9,5.31,1.95,3.39,98.76
2005-04-18 11:00:00,39.15,4.87,2.47,3.67,98.7
2005-04-18 12:00:00,39.91,4.63,2.89,3.77,98.61
2005-04-18 13:00:00,40.21,4.56,3.19,3.52,98.53
2005-04-18 14:00:00,40.17,4.54,3.27,3.03,98.46
2005-04-18 15:00:00,39.75,4.64,3.18,2.33,98.42
2005-04-18 16:00:00,38.86,4.89,2.98,1.48,98.42
2005-04-18 17:00:00,36.54,5.75,1.65,0.6,98.46
2005-04-18 18:00:00,32.35,7.46,1.33,0.03,98.5
2005-04-18 19:00:00,31.36,7.83,1.39,0.0,98.55
2005-04-18 20:00:00,30.78,8.02,1.35,0.0,98.61
2005-04-18 21:00:00,30.17,8.23,1.3,0.0,98.63
2005-04-18 22:00:00,29.54,8.27,1.24,0.0,98.62
2005-04-18 23:00:00,28.75,8.53,1.2,0.0,98.59
2005-04-19 00:00:00,27.75,9.08,1.21,0.0,98.56
2005-04-19 01:00:00,26.71,9.74,1.22,0.0,98.52
2005-04-19 02:00:00,25.97,10.31,1.16,0.0,98.5
2005-04-19 03:00:00,25.45,10.78,1.04,0.0,98.51
2005-04-19 04:00:00,24.8,11.37,0.96,0.0,98.55
2005-04-19 05:00:00,24.23,11.87,0.93,0.0,98.63
2005-04-19 06:00:00,24.34,12.01,0.91,0.44,98.72
2005-04-19 07:00:00,27.51,9.75,1.75,1.24,98.81
2005-04-19 08:00:00,31.2,7.54,1.94,2.12,98.86
2005-04-19 09:00:00,35.97,5.48,1.91,2.85,98.87
2005-04-19 10:00:00,38.8,4.81,1.82,3.39,98.83
2005-04-19 11:00:00,40.24,4.64,1.76,3.67,98.76
2005-04-19 12:00:00,41.15,4.64,1.84,3.77,98.68
2005-04-19 13:00:00,41.58,4.77,2.03,3.5,98.58
2005-04-19 14:00:00,41.6,4.94,2.21,3.03,98.5
2005-04-19 15:00:00,41.1,5.19,2.29,2.33,98.45
2005-04-19 16:00:00,40.13,5.57,2.23,1.48,98.43
2005-04-19 17:00:00,37.91,6.58,1.34,0.6,98.46
2005-04-19 18:00:00,34.07,8.37,1.24,0.04,98.5
2005-04-19 19:00:00,32.65,9.07,1.35,0.0,98.57
2005-04-19 20:00:00,31.65,9.67,1.37,0.0,98.65
2005-04-19 21:00:00,30.71,10.21,1.37,0.0,98.69
2005-04-19 22:00:00,29.87,10.6,1.33,0.0,98.69
2005-04-19 23:00:00,29.05,11.15,1.25,0.0,98.67
2005-04-20 00:00:00,27.95,11.88,1.24,0.0,98.64
2005-04-20 01:00:00,26.51,12.92,1.32,0.0,98.61
2005-04-20 02:00:00,25.13,14.02,1.4,0.0,98.6
2005-04-20 03:00:00,24.01,14.94,1.45,0.0,98.61
2005-04-20 04:00:00,23.12,15.66,1.46,0.0,98.66
2005-04-20 05:00:00,22.42,16.23,1.47,0.01,98.73
2005-04-20 06:00:00,24.37,14.44,1.5,0.43,98.79
2005-04-20 07:00:00,28.73,11.05,2.94,1.27,98.84
2005-04-20 08:00:00,32.72,8.71,2.04,2.18,98.9
2005-04-20 09:00:00,38.13,6.49,1.22,2.91,98.91
2005-04-20 10:00:00,40.66,5.93,1.6,3.31,98.87
2005-04-20 11:00:00,41.9,5.86,2.23,3.68,98.79
2005-04-20 12:00:00,42.67,5.9,2.9,3.74,98.69
2005-04-20 13:00:00,43.01,6.01,3.33,3.39,98.59
2005-04-20 14:00:00,42.85,6.22,3.38,2.98,98.5
2005-04-20 15:00:00,42.18,6.52,3.26,2.27,98.44
2005-04-20 16:00:00,41.1,6.96,3.08,1.38,98.41
2005-04-20 17:00:00,38.79,8.08,1.8,0.54,98.42
2005-04-20 18:00:00,34.36,10.61,1.31,0.03,98.48
2005-04-20 19:00:00,32.85,11.62,1.4,0.0,98.53
2005-04-20 20:00:00,31.9,12.33,1.41,0.0,98.58
2005-04-20 21:00:00,30.99,12.95,1.4,0.0,98.62
2005-04-20 22:00:00,30.12,13.58,1.35,0.0,98.61
2005-04-20 23:00:00,29.35,14.23,1.26,0.0,98.59
2005-04-21 00:00:00,28.68,14.78,1.21,0.0,98.56
2005-04-21 01:00:00,28.3,15.19,1.05,0.0,98.54
2005-04-21 02:00:00,28.11,15.44,0.69,0.0,98.5
2005-04-21 03:00:00,27.8,15.93,0.28,0.0,98.48
2005-04-21 04:00:00,27.15,16.77,0.17,0.0,98.51
2005-04-21 05:00:00,26.55,17.61,0.21,0.01,98.56
2005-04-21 06:00:00,27.1,17.28,0.23,0.36,98.62
2005-04-21 07:00:00,29.77,14.88,0.74,1.06,98.69
2005-04-21 08:00:00,33.62,11.63,1.5,1.96,98.73
2005-04-21 09:00:00,38.48,8.58,1.98,2.74,98.72
2005-04-21 10:00:00,40.32,7.86,2.24,3.25,98.67
2005-04-21 11:00:00,41.32,7.73,2.8,3.28,98.6
2005-04-21 12:00:00,41.53,7.93,3.48,3.43,98.51
2005-04-21 13:00:00,41.13,8.37,4.06,3.16,98.42
2005-04-21 14:00:00,40.5,8.96,4.26,2.83,98.33
2005-04-21 15:00:00,39.84,9.51,4.09,2.0,98.29
2005-04-21 16:00:00,39.11,10.11,3.72,1.14,98.26
2005-04-21 17:00:00,37.41,11.36,2.52,0.43,98.27
2005-04-21 18:00:00,33.45,14.62,1.58,0.03,98.3
2005-04-21 19:00:00,32.2,16.21,1.75,0.0,98.35
2005-04-21 20:00:00,31.55,17.54,1.86,0.0,98.4
2005-04-21 21:00:00,30.85,18.93,1.88,0.0,98.43
2005-04-21 22:00:00,30.14,20.3,1.73,0.0,98.43
2005-04-21 23:00:00,29.48,21.42,1.49,0.0,98.39
2005-04-22 00:00:00,28.87,22.41,1.36,0.0,98.32
2005-04-22 01:00:00,28.32,23.33,1.4,0.0,98.28
2005-04-22 02:00:00,27.8,24.16,1.52,0.0,98.25
2005-04-22 03:00:00,27.2,25.24,1.67,0.0,98.25
2005-04-22 04:00:00,26.34,27.02,1.75,0.0,98.28
2005-04-22 05:00:00,25.79,28.73,1.81,0.01,98.32
2005-04-22 06:00:00,27.35,27.09,2.67,0.3,98.39
2005-04-22 07:00:00,29.32,24.75,3.08,0.92,98.45
2005-04-22 08:00:00,32.53,20.59,3.18,1.54,98.49
2005-04-22 09:00:00,36.14,16.66,3.52,1.98,98.5
2005-04-22 10:00:00,37.99,15.37,3.55,2.16,98.47
2005-04-22 11:00:00,39.19,14.82,3.69,2.85,98.4
2005-04-22 12:00:00,38.7,15.61,4.05,2.63,98.35
2005-04-22 13:00:00,38.67,16.16,4.48,1.73,98.3
2005-04-22 14:00:00,39.3,16.2,4.35,1.92,98.23
2005-04-22 15:00:00,39.3,16.59,4.15,1.46,98.17
2005-04-22 16:00:00,38.7,17.47,4.11,0.85,98.15
2005-04-22 17:00:00,37.53,18.95,3.57,0.35,98.18
2005-04-22 18:00:00,34.69,22.64,1.74,0.03,98.22
2005-04-22 19:00:00,33.46,24.56,1.78,0.0,98.28
2005-04-22 20:00:00,32.78,25.63,2.14,0.0,98.35
2005-04-22 21:00:00,32.13,26.46,2.65,0.0,98.4
2005-04-22 22:00:00,31.35,27.39,2.62,0.0,98.4
2005-04-22 23:00:00,30.37,28.56,2.11,0.0,98.39
2005-04-23 00:00:00,29.53,29.63,1.78,0.0,98.37
2005-04-23 01:00:00,28.78,30.69,1.47,0.0,98.33
2005-04-23 02:00:00,28.01,32.05,1.17,0.0,98.33
2005-04-23 03:00:00,27.59,32.85,0.88,0.0,98.35
2005-04-23 04:00:00,27.44,32.99,0.78,0.0,98.4
2005-04-23 05:00:00,26.76,34.08,0.92,0.01,98.45
2005-04-23 06:00:00,27.66,32.31,1.42,0.27,98.51
2005-04-23 07:00:00,29.81,28.99,2.37,0.76,98.56
2005-04-23 08:00:00,32.14,27.22,1.6,1.36,98.59
2005-04-23 09:00:00,34.46,24.65,1.33,2.02,98.59
2005-04-23 10:00:00,35.94,22.44,1.82,2.75,98.56
2005-04-23 11:00:00,37.06,21.17,2.44,2.88,98.5
2005-04-23 12:00:00,37.82,20.42,3.05,3.51,98.42
2005-04-23 13:00:00,38.37,19.78,3.53,3.3,98.34
2005-04-23 14:00:00,38.57,19.46,3.85,2.79,98.27
2005-04-23 15:00:00,38.3,19.58,4.12,2.0,98.22
2005-04-23 16:00:00,37.43,20.33,4.31,1.24,98.22
2005-04-23 17:00:00,36.18,21.62,4.06,0.5,98.26
2005-04-23 18:00:00,34.13,24.16,2.67,0.03,98.31
2005-04-23 19:00:00,32.64,26.28,2.48,0.0,98.37
2005-04-23 20:00:00,31.66,27.85,2.26,0.0,98.42
2005-04-23 21:00:00,30.4,30.08,1.81,0.0,98.45
2005-04-23 22:00:00,29.22,32.38,1.51,0.0,98.44
2005-04-23 23:00:00,28.28,34.51,1.33,0.0,98.42
2005-04-24 00:00:00,27.48,36.49,1.22,0.0,98.38
2005-04-24 01:00:00,26.78,38.63,1.17,0.0,98.35
2005-04-24 02:00:00,26.16,41.31,1.21,0.0,98.35
2005-04-24 03:00:00,25.59,43.69,1.4,0.0,98.37
2005-04-24 04:00:00,25.13,45.47,1.76,0.0,98.43
2005-04-24 05:00:00,24.82,46.55,2.01,0.01,98.5
2005-04-24 06:00:00,26.28,42.99,3.22,0.39,98.57
2005-04-24 07:00:00,28.83,38.48,3.15,1.13,98.63
2005-04-24 08:00:00,32.75,30.93,2.91,1.99,98.65
2005-04-24 09:00:00,35.12,26.63,2.9,2.68,98.64
2005-04-24 10:00:00,36.72,23.69,2.98,3.07,98.59
2005-04-24 11:00:00,38.07,21.41,3.14,3.34,98.51
2005-04-24 12:00:00,39.05,19.73,3.35,3.5,98.42
2005-04-24 13:00:00,39.6,18.64,3.61,3.07,98.32
2005-04-24 14:00:00,39.58,18.21,3.82,2.71,98.22
2005-04-24 15:00:00,39.27,18.2,3.93,2.07,98.16
2005-04-24 16:00:00,38.52,18.69,3.96,1.3,98.13
2005-04-24 17:00:00,37.28,19.77,3.78,0.53,98.15
2005-04-24 18:00:00,34.61,22.9,2.14,0.04,98.19
2005-04-24 19:00:00,32.96,25.28,2.1,0.0,98.24
2005-04-24 20:00:00,31.77,27.21,1.97,0.0,98.29
2005-04-24 21:00:00,30.43,29.49,1.65,0.0,98.32
2005-04-24 22:00:00,29.34,31.51,1.39,0.0,98.31
2005-04-24 23:00:00,28.47,33.2,1.22,0.0,98.28
2005-04-25 00:00:00,28.08,33.99,1.12,0.0,98.24
2005-04-25 01:00:00,27.81,34.48,0.89,0.0,98.21
2005-04-25 02:00:00,26.71,36.59,0.82,0.0,98.21
2005-04-25 03:00:00,25.49,38.87,0.91,0.0,98.25
2005-04-25 04:00:00,24.81,39.9,1.1,0.0,98.31
2005-04-25 05:00:00,24.24,41.0,1.29,0.02,98.37
2005-04-25 06:00:00,26.11,36.56,2.55,0.42,98.43
2005-04-25 07:00:00,28.9,31.15,3.12,1.18,98.48
2005-04-25 08:00:00,32.81,24.86,2.66,1.99,98.49
2005-04-25 09:00:00,35.65,20.5,2.81,2.68,98.48
2005-04-25 10:00:00,37.09,18.22,3.58,2.99,98.44
2005-04-25 11:00:00,37.48,17.46,4.44,2.99,98.38
2005-04-25 12:00:00,37.32,17.46,5.19,2.94,98.33
2005-04-25 13:00:00,37.1,17.61,5.65,3.18,98.28
2005-04-25 14:00:00,37.06,17.77,5.89,2.73,98.23
2005-04-25 15:00:00,36.93,18.21,5.96,2.02,98.19
2005-04-25 16:00:00,36.28,19.31,5.82,1.16,98.19
2005-04-25 17:00:00,35.16,20.9,5.21,0.43,98.21
2005-04-25 18:00:00,32.52,24.73,2.95,0.03,98.24
2005-04-25 19:00:00,30.41,28.54,2.2,0.0,98.28
2005-04-25 20:00:00,29.32,31.09,1.98,0.0,98.33
2005-04-25 21:00:00,28.4,33.36,1.79,0.0,98.36
2005-04-25 22:00:00,27.63,35.31,1.72,0.0,98.35
2005-04-25 23:00:00,26.95,37.13,1.7,0.0,98.32
2005-04-26 00:00:00,26.32,38.79,1.71,0.0,98.27
2005-04-26 01:00:00,25.73,40.34,1.78,0.0,98.22
2005-04-26 02:00:00,25.19,41.98,1.9,0.0,98.2
2005-04-26 03:00:00,24.72,43.53,2.1,0.0,98.2
2005-04-26 04:00:00,24.2,45.44,2.24,0.0,98.25
2005-04-26 05:00:00,23.61,47.87,2.18,0.02,98.32
2005-04-26 06:00:00,25.04,44.91,3.27,0.39,98.4
2005-04-26 07:00:00,27.58,40.97,3.62,1.12,98.47
2005-04-26 08:00:00,31.27,32.66,3.87,1.94,98.5
2005-04-26 09:00:00,34.42,26.53,4.01,2.66,98.51
2005-04-26 10:00:00,36.64,22.6,4.13,3.17,98.47
2005-04-26 11:00:00,38.21,19.83,4.24,3.47,98.4
2005-04-26 12:00:00,39.3,17.93,4.36,3.65,98.31
2005-04-26 13:00:00,39.93,16.75,4.45,3.41,98.2
2005-04-26 14:00:00,40.14,16.06,4.47,2.85,98.11
2005-04-26 15:00:00,39.78,15.74,4.51,2.12,98.06
2005-04-26 16:00:00,38.86,16.0,4.54,1.29,98.04
2005-04-26 17:00:00,37.37,16.8,4.24,0.51,98.07
2005-04-26 18:00:00,33.77,19.99,2.2,0.04,98.11
2005-04-26 19:00:00,31.6,22.1,2.01,0.0,98.18
2005-04-26 20:00:00,30.51,23.17,1.97,0.0,98.24
2005-04-26 21:00:00,29.43,24.58,1.83,0.0,98.27
2005-04-26 22:00:00,28.52,26.27,1.69,0.0,98.27
2005-04-26 23:00:00,27.69,28.24,1.55,0.0,98.24
2005-04-27 00:00:00,26.88,30.3,1.42,0.0,98.18
2005-04-27 01:00:00,26.18,32.11,1.32,0.0,98.13
2005-04-27 02:00:00,25.61,33.54,1.2,0.0,98.09
2005-04-27 03:00:00,25.12,34.91,1.01,0.0,98.07
2005-04-27 04:00:00,24.66,36.59,0.83,0.0,98.09
2005-04-27 05:00:00,24.19,38.8,0.76,0.02,98.14
2005-04-27 06:00:00,25.6,37.36,1.62,0.41,98.22
2005-04-27 07:00:00,28.23,34.12,2.57,1.09,98.29
2005-04-27 08:00:00,32.1,27.54,3.19,1.87,98.33
2005-04-27 09:00:00,35.0,22.72,3.54,2.59,98.34
2005-04-27 10:00:00,36.64,20.96,3.94,3.01,98.31
2005-04-27 11:00:00,37.99,19.93,4.37,3.39,98.22
2005-04-27 12:00:00,38.92,19.68,4.72,3.52,98.12
2005-04-27 13:00:00,39.36,19.92,4.94,2.47,98.02
2005-04-27 14:00:00,39.45,20.15,5.21,1.97,97.93
2005-04-27 15:00:00,39.13,20.56,5.47,1.28,97.87
2005-04-27 16:00:00,38.35,21.25,5.51,0.79,97.85
2005-04-27 17:00:00,37.16,22.15,5.19,0.35,97.85
2005-04-27 18:00:00,35.21,23.97,3.44,0.03,97.88
2005-04-27 19:00:00,33.67,25.32,2.7,0.0,97.93
2005-04-27 20:00:00,32.66,25.99,2.33,0.0,97.97
2005-04-27 21:00:00,31.42,27.31,1.73,0.0,98.01
2005-04-27 22:00:00,30.09,28.99,1.23,0.0,98.03
2005-04-27 23:00:00,29.04,30.1,0.99,0.0,98.03
2005-04-28 00:00:00,28.16,30.69,0.95,0.0,98.01
2005-04-28 01:00:00,27.33,31.39,0.81,0.0,98.0
2005-04-28 02:00:00,26.3,32.9,0.4,0.0,98.0
2005-04-28 03:00:00,25.34,35.02,0.22,0.0,98.02
2005-04-28 04:00:00,24.71,37.63,0.56,0.0,98.08
2005-04-28 05:00:00,24.33,41.3,1.05,0.02,98.14
2005-04-28 06:00:00,25.79,42.31,2.59,0.36,98.22
2005-04-28 07:00:00,28.01,41.37,3.44,1.05,98.28
2005-04-28 08:00:00,30.84,35.54,3.41,1.86,98.31
2005-04-28 09:00:00,33.63,28.98,3.53,2.57,98.3
2005-04-28 10:00:00,35.86,24.59,4.04,3.14,98.24
2005-04-28 11:00:00,37.51,21.94,4.59,3.23,98.15
2005-04-28 12:00:00,38.5,20.5,5.03,3.41,98.05
2005-04-28 13:00:00,38.78,20.25,5.53,2.89,97.97
2005-04-28 14:00:00,38.23,21.31,6.08,2.45,97.91
2005-04-28 15:00:00,37.45,22.61,6.35,1.56,97.88
2005-04-28 16:00:00,36.25,24.42,6.29,0.93,97.88
2005-04-28 17:00:00,34.75,26.84,6.0,0.39,97.9
2005-04-28 18:00:00,33.0,30.16,4.92,0.03,97.96
2005-04-28 19:00:00,31.37,33.94,3.49,0.0,98.02
2005-04-28 20:00:00,30.42,36.66,2.36,0.0,98.05
2005-04-28 21:00:00,29.67,38.76,1.18,0.0,98.06
2005-04-28 22:00:00,29.18,40.05,0.9,0.0,98.03
2005-04-28 23:00:00,28.53,42.27,1.02,0.0,98.03
2005-04-29 00:00:00,28.27,43.56,1.12,0.0,98.03
2005-04-29 01:00:00,28.23,44.67,1.27,0.0,98.02
2005-04-29 02:00:00,27.8,47.63,1.65,0.0,98.02
2005-04-29 03:00:00,26.86,53.09,1.81,0.0,98.02
2005-04-29 04:00:00,25.64,59.41,2.41,0.0,98.08
2005-04-29 05:00:00,24.4,65.74,2.8,0.01,98.16
2005-04-29 06:00:00,23.78,67.7,2.9,0.2,98.23
2005-04-29 07:00:00,24.63,62.42,2.62,0.56,98.29
2005-04-29 08:00:00,26.54,55.97,1.8,0.95,98.32
2005-04-29 09:00:00,28.91,49.83,0.47,2.08,98.32
2005-04-29 10:00:00,31.1,44.53,1.06,2.61,98.23
2005-04-29 11:00:00,32.71,40.86,1.53,2.81,98.13
2005-04-29 12:00:00,33.86,38.25,1.78,3.28,98.04
2005-04-29 13:00:00,34.59,36.3,1.68,2.73,97.96
2005-04-29 14:00:00,34.85,35.03,1.56,2.11,97.89
2005-04-29 15:00:00,34.72,34.4,1.67,1.76,97.85
2005-04-29 16:00:00,34.14,34.89,1.77,1.04,97.85
2005-04-29 17:00:00,32.9,39.7,1.6,0.41,97.87
2005-04-29 18:00:00,30.19,57.45,1.38,0.03,97.9
2005-04-29 19:00:00,28.64,60.84,1.89,0.0,97.95
2005-04-29 20:00:00,27.94,59.58,2.53,0.0,98.0
2005-04-29 21:00:00,27.41,59.26,3.01,0.0,98.03
2005-04-29 22:00:00,26.88,59.82,3.21,0.0,98.02
2005-04-29 23:00:00,26.4,60.22,3.17,0.0,98.0
