,T,RH,WS,Rs,P
2005-10-13 20:00:00,29.79,28.0,1.1,0.0,98.39
2005-10-13 21:00:00,29.34,28.58,1.04,0.0,98.41
2005-10-13 22:00:00,28.84,29.26,0.98,0.0,98.41
2005-10-13 23:00:00,28.18,30.36,0.96,0.0,98.39
2005-10-14 00:00:00,27.26,32.12,1.02,0.0,98.37
2005-10-14 01:00:00,26.16,34.49,1.12,0.0,98.36
2005-10-14 02:00:00,25.11,36.85,1.16,0.0,98.35
2005-10-14 03:00:00,24.22,39.02,1.18,0.0,98.35
2005-10-14 04:00:00,23.34,41.42,1.17,0.0,98.37
2005-10-14 05:00:00,22.6,43.79,1.17,0.0,98.41
2005-10-14 06:00:00,22.22,45.49,1.18,0.12,98.46
2005-10-14 07:00:00,25.08,38.85,2.34,0.77,98.51
2005-10-14 08:00:00,27.69,33.49,2.6,1.52,98.55
2005-10-14 09:00:00,32.54,22.73,1.04,2.18,98.56
2005-10-14 10:00:00,35.03,18.13,0.39,2.66,98.52
2005-10-14 11:00:00,36.16,16.76,0.69,2.89,98.44
2005-10-14 12:00:00,36.84,15.93,0.86,2.77,98.34
2005-10-14 13:00:00,37.11,15.54,0.98,2.47,98.25
2005-10-14 14:00:00,37.0,15.6,1.18,1.79,98.18
2005-10-14 15:00:00,36.53,16.18,1.35,1.17,98.15
2005-10-14 16:00:00,35.65,16.68,1.43,0.54,98.17
2005-10-14 17:00:00,33.01,20.23,0.94,0.05,98.21
2005-10-14 18:00:00,30.83,24.8,1.09,0.0,98.26
2005-10-14 19:00:00,29.67,26.59,1.16,0.0,98.33
2005-10-14 20:00:00,28.67,28.31,1.21,0.0,98.37
2005-10-14 21:00:00,27.71,30.02,1.24,0.0,98.39
2005-10-14 22:00:00,26.8,31.76,1.26,0.0,98.39
2005-10-14 23:00:00,25.92,33.49,1.29,0.0,98.37
2005-10-15 00:00:00,25.08,35.4,1.32,0.0,98.37
2005-10-15 01:00:00,24.25,37.66,1.33,0.0,98.35
2005-10-15 02:00:00,23.47,40.44,1.31,0.0,98.35
2005-10-15 03:00:00,22.73,43.82,1.26,0.0,98.35
2005-10-15 04:00:00,22.08,47.37,1.2,0.0,98.39
2005-10-15 05:00:00,21.54,50.57,1.18,0.0,98.45
2005-10-15 06:00:00,21.36,52.34,1.21,0.13,98.51
2005-10-15 07:00:00,23.96,44.88,2.55,0.79,98.56
2005-10-15 08:00:00,26.6,38.42,2.65,1.55,98.59
2005-10-15 09:00:00,32.0,24.37,1.89,2.21,98.59
2005-10-15 10:00:00,34.78,18.73,1.39,2.67,98.56
2005-10-15 11:00:00,35.75,17.47,1.26,2.87,98.48
2005-10-15 12:00:00,36.3,16.83,1.15,2.79,98.37
2005-10-15 13:00:00,36.51,16.6,1.1,2.4,98.26
2005-10-15 14:00:00,36.37,16.71,1.01,1.87,98.19
2005-10-15 15:00:00,35.9,17.17,0.86,1.15,98.16
2005-10-15 16:00:00,35.03,17.98,0.64,0.47,98.17
2005-10-15 17:00:00,33.37,20.37,0.38,0.04,98.21
2005-10-15 18:00:00,31.86,22.89,0.62,0.0,98.27
2005-10-15 19:00:00,30.65,24.86,0.88,0.0,98.35
2005-10-15 20:00:00,29.39,26.74,1.04,0.0,98.4
2005-10-15 21:00:00,28.11,28.84,1.15,0.0,98.4
2005-10-15 22:00:00,26.76,31.3,1.21,0.0,98.4
2005-10-15 23:00:00,25.58,33.79,1.26,0.0,98.37
2005-10-16 00:00:00,24.67,36.17,1.35,0.0,98.35
2005-10-16 01:00:00,23.92,38.77,1.39,0.0,98.32
2005-10-16 02:00:00,23.59,40.83,1.42,0.0,98.31
2005-10-16 03:00:00,23.25,42.99,1.47,0.0,98.3
2005-10-16 04:00:00,22.89,45.12,1.53,0.0,98.32
2005-10-16 05:00:00,22.2,48.13,1.56,0.0,98.36
2005-10-16 06:00:00,22.02,49.68,1.73,0.09,98.41
2005-10-16 07:00:00,24.55,43.58,3.48,0.65,98.46
2005-10-16 08:00:00,27.19,37.34,3.49,1.36,98.52
2005-10-16 09:00:00,31.42,26.84,2.86,2.13,98.55
2005-10-16 10:00:00,35.05,19.01,1.82,2.57,98.53
2005-10-16 11:00:00,36.45,16.73,1.15,2.7,98.45
2005-10-16 12:00:00,37.05,15.83,0.59,2.39,98.35
2005-10-16 13:00:00,37.25,15.47,0.26,2.27,98.27
2005-10-16 14:00:00,37.15,15.42,0.47,1.68,98.2
2005-10-16 15:00:00,36.67,15.72,0.63,1.07,98.17
2005-10-16 16:00:00,35.79,16.48,0.78,0.45,98.17
2005-10-16 17:00:00,33.71,19.01,0.69,0.03,98.22
2005-10-16 18:00:00,31.84,22.76,0.89,0.0,98.29
2005-10-16 19:00:00,30.59,24.24,1.04,0.0,98.36
2005-10-16 20:00:00,29.58,25.66,1.09,0.0,98.43
2005-10-16 21:00:00,28.79,26.91,1.09,0.0,98.46
2005-10-16 22:00:00,28.01,28.37,1.05,0.0,98.48
2005-10-16 23:00:00,27.26,29.94,0.98,0.0,98.47
2005-10-17 00:00:00,26.53,31.66,0.9,0.0,98.47
2005-10-17 01:00:00,25.86,33.4,0.8,0.0,98.44
2005-10-17 02:00:00,25.36,34.69,0.64,0.0,98.44
2005-10-17 03:00:00,24.84,35.89,0.47,0.0,98.45
2005-10-17 04:00:00,24.33,37.16,0.38,0.0,98.48
2005-10-17 05:00:00,23.82,38.45,0.35,0.0,98.54
2005-10-17 06:00:00,23.32,39.81,0.36,0.12,98.59
2005-10-17 07:00:00,24.48,37.46,0.45,0.76,98.64
2005-10-17 08:00:00,27.12,30.78,0.49,1.52,98.69
2005-10-17 09:00:00,31.64,20.54,0.8,2.18,98.69
2005-10-17 10:00:00,34.32,15.92,0.79,2.65,98.65
2005-10-17 11:00:00,35.51,14.54,0.22,2.88,98.56
2005-10-17 12:00:00,36.4,13.71,0.82,2.86,98.46
2005-10-17 13:00:00,36.82,13.38,1.41,2.56,98.36
2005-10-17 14:00:00,36.81,13.5,1.8,2.03,98.3
2005-10-17 15:00:00,36.37,13.55,2.13,1.32,98.27
2005-10-17 16:00:00,35.28,14.25,2.28,0.55,98.28
2005-10-17 17:00:00,31.49,19.04,1.27,0.04,98.3
2005-10-17 18:00:00,28.96,22.5,1.63,0.0,98.36
2005-10-17 19:00:00,27.94,23.8,2.0,0.0,98.42
2005-10-17 20:00:00,26.95,25.33,2.15,0.0,98.49
2005-10-17 21:00:00,25.94,27.17,2.04,0.0,98.52
2005-10-17 22:00:00,25.02,29.1,1.87,0.0,98.54
2005-10-17 23:00:00,24.22,31.2,1.68,0.0,98.54
2005-10-18 00:00:00,23.51,33.32,1.49,0.0,98.54
2005-10-18 01:00:00,22.89,35.43,1.37,0.0,98.53
2005-10-18 02:00:00,22.37,37.26,1.3,0.0,98.52
2005-10-18 03:00:00,21.91,38.8,1.25,0.0,98.53
2005-10-18 04:00:00,21.53,39.91,1.21,0.0,98.55
2005-10-18 05:00:00,21.28,40.54,1.17,0.0,98.6
2005-10-18 06:00:00,21.22,40.52,1.11,0.11,98.64
2005-10-18 07:00:00,23.65,35.08,1.28,0.73,98.68
2005-10-18 08:00:00,26.26,29.25,1.63,1.47,98.71
2005-10-18 09:00:00,30.61,21.14,0.92,2.13,98.7
2005-10-18 10:00:00,34.21,14.09,0.97,2.6,98.67
2005-10-18 11:00:00,35.23,12.67,1.57,2.82,98.58
2005-10-18 12:00:00,35.81,11.83,2.14,2.92,98.5
2005-10-18 13:00:00,35.99,11.36,2.63,2.61,98.4
2005-10-18 14:00:00,35.78,10.79,2.96,2.01,98.35
2005-10-18 15:00:00,35.12,10.86,3.13,1.34,98.33
2005-10-18 16:00:00,33.84,11.51,2.8,0.56,98.33
2005-10-18 17:00:00,29.74,16.13,1.36,0.04,98.35
2005-10-18 18:00:00,27.36,18.53,1.43,0.0,98.38
2005-10-18 19:00:00,26.33,19.65,1.44,0.0,98.43
2005-10-18 20:00:00,25.39,21.07,1.43,0.0,98.45
2005-10-18 21:00:00,24.53,22.79,1.4,0.0,98.45
2005-10-18 22:00:00,23.76,24.61,1.36,0.0,98.43
2005-10-18 23:00:00,23.09,26.51,1.31,0.0,98.41
2005-10-19 00:00:00,22.58,28.09,1.25,0.0,98.39
2005-10-19 01:00:00,22.24,29.08,1.21,0.0,98.37
2005-10-19 02:00:00,22.0,29.56,1.2,0.0,98.35
2005-10-19 03:00:00,21.8,29.62,1.21,0.0,98.34
2005-10-19 04:00:00,21.48,29.66,1.21,0.0,98.37
2005-10-19 05:00:00,21.11,29.6,1.21,0.0,98.41
2005-10-19 06:00:00,20.82,29.64,1.18,0.09,98.47
2005-10-19 07:00:00,22.63,27.41,1.04,0.64,98.52
2005-10-19 08:00:00,25.35,22.26,1.67,1.3,98.56
2005-10-19 09:00:00,28.96,17.9,1.28,1.94,98.58
2005-10-19 10:00:00,33.5,12.09,1.2,2.39,98.56
2005-10-19 11:00:00,34.66,10.61,1.27,2.58,98.49
2005-10-19 12:00:00,35.24,9.99,1.51,2.89,98.41
2005-10-19 13:00:00,35.43,9.74,1.83,2.53,98.33
2005-10-19 14:00:00,35.18,9.68,2.1,1.94,98.27
2005-10-19 15:00:00,34.48,10.12,2.32,1.19,98.24
2005-10-19 16:00:00,32.94,11.68,1.82,0.46,98.25
2005-10-19 17:00:00,28.78,17.72,1.22,0.03,98.29
2005-10-19 18:00:00,26.69,21.51,1.42,0.0,98.34
2005-10-19 19:00:00,25.7,24.63,1.53,0.0,98.41
2005-10-19 20:00:00,24.89,27.81,1.59,0.0,98.47
2005-10-19 21:00:00,24.11,31.02,1.6,0.0,98.49
2005-10-19 22:00:00,23.4,33.96,1.57,0.0,98.49
2005-10-19 23:00:00,22.7,36.73,1.54,0.0,98.47
2005-10-20 00:00:00,22.02,39.52,1.53,0.0,98.44
2005-10-20 01:00:00,21.37,42.65,1.53,0.0,98.41
2005-10-20 02:00:00,20.74,46.18,1.52,0.0,98.39
2005-10-20 03:00:00,20.14,50.05,1.52,0.0,98.39
2005-10-20 04:00:00,19.63,53.93,1.53,0.0,98.41
2005-10-20 05:00:00,19.2,57.54,1.53,0.0,98.47
2005-10-20 06:00:00,18.99,60.12,1.53,0.08,98.53
2005-10-20 07:00:00,21.34,53.25,2.49,0.57,98.59
2005-10-20 08:00:00,23.74,46.53,2.57,1.25,98.63
2005-10-20 09:00:00,27.47,36.22,1.78,1.89,98.64
2005-10-20 10:00:00,32.33,20.16,1.6,2.36,98.6
2005-10-20 11:00:00,33.78,17.13,1.4,2.6,98.51
2005-10-20 12:00:00,34.5,16.38,1.78,2.65,98.39
2005-10-20 13:00:00,34.79,16.33,2.3,2.23,98.29
2005-10-20 14:00:00,34.57,16.55,2.72,1.76,98.24
2005-10-20 15:00:00,33.85,17.32,2.96,1.06,98.24
2005-10-20 16:00:00,32.5,18.94,2.49,0.41,98.26
2005-10-20 17:00:00,28.86,24.87,1.35,0.03,98.32
2005-10-20 18:00:00,26.94,27.57,1.5,0.0,98.39
2005-10-20 19:00:00,25.94,28.38,1.59,0.0,98.47
2005-10-20 20:00:00,24.96,28.8,1.64,0.0,98.52
2005-10-20 21:00:00,24.02,29.05,1.64,0.0,98.52
2005-10-20 22:00:00,23.09,29.61,1.63,0.0,98.53
2005-10-20 23:00:00,22.22,30.91,1.6,0.0,98.51
2005-10-21 00:00:00,21.43,33.36,1.58,0.0,98.48
2005-10-21 01:00:00,20.73,37.06,1.57,0.0,98.46
2005-10-21 02:00:00,20.1,42.07,1.54,0.0,98.46
2005-10-21 03:00:00,19.53,47.94,1.51,0.0,98.47
2005-10-21 04:00:00,19.03,53.97,1.46,0.0,98.5
2005-10-21 05:00:00,18.56,59.72,1.43,0.0,98.57
2005-10-21 06:00:00,18.27,64.22,1.41,0.08,98.63
2005-10-21 07:00:00,20.47,58.38,2.28,0.59,98.69
2005-10-21 08:00:00,22.78,51.85,2.52,1.26,98.75
2005-10-21 09:00:00,26.72,38.66,1.8,1.9,98.77
2005-10-21 10:00:00,31.66,20.36,1.87,2.37,98.75
2005-10-21 11:00:00,33.28,16.57,2.0,2.59,98.69
2005-10-21 12:00:00,34.07,14.9,2.3,2.49,98.59
2005-10-21 13:00:00,34.39,13.7,2.67,2.12,98.5
2005-10-21 14:00:00,34.15,13.17,2.97,1.66,98.44
2005-10-21 15:00:00,33.43,13.37,3.23,1.0,98.42
2005-10-21 16:00:00,32.04,14.59,2.73,0.38,98.44
2005-10-21 17:00:00,27.98,20.18,1.38,0.02,98.48
2005-10-21 18:00:00,25.96,23.02,1.46,0.0,98.55
2005-10-21 19:00:00,25.0,24.58,1.46,0.0,98.62
2005-10-21 20:00:00,24.17,26.11,1.4,0.0,98.65
2005-10-21 21:00:00,23.52,27.31,1.32,0.0,98.65
2005-10-21 22:00:00,23.02,28.2,1.25,0.0,98.63
2005-10-21 23:00:00,22.55,29.06,1.21,0.0,98.6
2005-10-22 00:00:00,22.02,30.12,1.21,0.0,98.56
2005-10-22 01:00:00,21.49,31.28,1.18,0.0,98.52
2005-10-22 02:00:00,20.83,32.89,1.19,0.0,98.49
2005-10-22 03:00:00,20.07,34.87,1.22,0.0,98.49
2005-10-22 04:00:00,19.37,37.06,1.24,0.0,98.52
2005-10-22 05:00:00,18.76,39.39,1.26,0.0,98.58
2005-10-22 06:00:00,18.35,41.64,1.28,0.08,98.65
2005-10-22 07:00:00,20.66,37.97,1.45,0.65,98.72
2005-10-22 08:00:00,23.72,32.33,2.63,1.33,98.77
2005-10-22 09:00:00,27.01,26.81,1.89,1.99,98.78
2005-10-22 10:00:00,31.69,16.28,1.01,2.47,98.76
2005-10-22 11:00:00,33.13,13.76,0.34,2.71,98.69
2005-10-22 12:00:00,33.99,12.45,0.42,2.75,98.6
2005-10-22 13:00:00,34.46,11.57,0.94,2.49,98.51
2005-10-22 14:00:00,34.56,11.27,1.3,1.95,98.43
2005-10-22 15:00:00,34.11,11.02,1.49,1.25,98.4
2005-10-22 16:00:00,32.63,12.03,1.07,0.49,98.39
2005-10-22 17:00:00,29.56,15.82,1.03,0.03,98.41
2005-10-22 18:00:00,28.06,16.93,1.15,0.0,98.47
2005-10-22 19:00:00,27.13,17.67,1.16,0.0,98.52
2005-10-22 20:00:00,26.47,18.15,1.11,0.0,98.56
2005-10-22 21:00:00,26.08,18.24,0.98,0.0,98.57
2005-10-22 22:00:00,25.78,18.19,0.76,0.0,98.56
2005-10-22 23:00:00,25.53,18.16,0.52,0.0,98.52
2005-10-23 00:00:00,24.68,18.95,0.62,0.0,98.49
2005-10-23 01:00:00,23.55,20.33,0.94,0.0,98.46
2005-10-23 02:00:00,22.27,22.02,1.16,0.0,98.45
2005-10-23 03:00:00,21.06,23.77,1.31,0.0,98.45
2005-10-23 04:00:00,19.96,25.39,1.39,0.0,98.49
2005-10-23 05:00:00,19.08,26.76,1.4,0.0,98.57
2005-10-23 06:00:00,18.39,28.04,1.4,0.09,98.65
2005-10-23 07:00:00,20.79,24.88,1.44,0.72,98.72
2005-10-23 08:00:00,24.33,19.82,3.03,1.47,98.76
2005-10-23 09:00:00,27.56,16.67,2.66,2.13,98.77
2005-10-23 10:00:00,32.14,12.12,1.89,2.6,98.73
2005-10-23 11:00:00,33.63,10.71,1.41,2.83,98.66
2005-10-23 12:00:00,34.45,9.88,1.03,2.88,98.55
2005-10-23 13:00:00,34.88,9.41,0.66,2.57,98.44
2005-10-23 14:00:00,34.92,9.24,0.54,2.03,98.36
2005-10-23 15:00:00,34.48,9.35,0.63,1.31,98.32
2005-10-23 16:00:00,33.17,10.4,0.54,0.52,98.32
2005-10-23 17:00:00,30.97,12.65,0.64,0.03,98.35
2005-10-23 18:00:00,29.73,13.1,0.73,0.0,98.41
2005-10-23 19:00:00,28.82,13.74,0.76,0.0,98.47
2005-10-23 20:00:00,28.0,14.25,0.74,0.0,98.52
2005-10-23 21:00:00,26.93,15.21,0.8,0.0,98.53
2005-10-23 22:00:00,25.53,16.72,1.03,0.0,98.52
2005-10-23 23:00:00,23.58,19.16,1.29,0.0,98.5
2005-10-24 00:00:00,21.55,22.04,1.42,0.0,98.47
2005-10-24 01:00:00,20.15,24.08,1.53,0.0,98.43
2005-10-24 02:00:00,19.37,25.33,1.7,0.0,98.41
2005-10-24 03:00:00,18.76,26.46,1.84,0.0,98.42
2005-10-24 04:00:00,18.21,27.78,1.96,0.0,98.46
2005-10-24 05:00:00,17.7,29.17,2.04,0.0,98.52
2005-10-24 06:00:00,17.34,30.42,2.06,0.09,98.59
2005-10-24 07:00:00,19.78,26.95,3.07,0.73,98.66
2005-10-24 08:00:00,22.46,23.16,3.39,1.49,98.72
2005-10-24 09:00:00,25.93,19.19,2.4,2.17,98.74
2005-10-24 10:00:00,31.21,12.29,2.17,2.67,98.73
2005-10-24 11:00:00,33.7,9.95,2.37,2.89,98.67
2005-10-24 12:00:00,34.52,9.41,2.4,2.88,98.58
2005-10-24 13:00:00,34.82,9.19,2.34,2.57,98.49
2005-10-24 14:00:00,34.69,9.13,2.2,2.03,98.43
2005-10-24 15:00:00,34.17,9.28,2.0,1.31,98.38
2005-10-24 16:00:00,32.69,10.43,1.31,0.52,98.38
2005-10-24 17:00:00,29.31,14.31,1.07,0.02,98.4
2005-10-24 18:00:00,27.93,14.97,1.16,0.0,98.46
2005-10-24 19:00:00,27.28,15.3,1.12,0.0,98.52
2005-10-24 20:00:00,27.02,15.1,0.92,0.0,98.57
2005-10-24 21:00:00,26.72,14.96,0.5,0.0,98.57
2005-10-24 22:00:00,26.2,15.33,0.26,0.0,98.56
2005-10-24 23:00:00,24.67,16.99,0.85,0.0,98.51
2005-10-25 00:00:00,22.47,20.02,1.3,0.0,98.48
2005-10-25 01:00:00,20.31,23.18,1.46,0.0,98.45
2005-10-25 02:00:00,19.09,25.0,1.53,0.0,98.43
2005-10-25 03:00:00,18.37,26.08,1.62,0.0,98.43
2005-10-25 04:00:00,17.81,27.18,1.72,0.0,98.47
2005-10-25 05:00:00,17.37,28.28,1.84,0.0,98.53
2005-10-25 06:00:00,17.14,29.27,1.95,0.09,98.58
2005-10-25 07:00:00,20.18,25.21,3.0,0.73,98.63
2005-10-25 08:00:00,23.25,21.57,3.66,1.49,98.68
2005-10-25 09:00:00,26.83,17.92,2.72,2.15,98.69
2005-10-25 10:00:00,32.27,10.81,2.47,2.62,98.66
2005-10-25 11:00:00,34.35,9.15,2.56,2.84,98.59
2005-10-25 12:00:00,35.18,8.65,2.69,2.83,98.5
2005-10-25 13:00:00,35.5,8.41,2.73,2.53,98.41
2005-10-25 14:00:00,35.27,8.43,2.61,1.99,98.35
2005-10-25 15:00:00,34.63,8.64,2.38,1.27,98.33
2005-10-25 16:00:00,32.83,10.12,1.41,0.5,98.33
2005-10-25 17:00:00,29.09,14.02,1.19,0.02,98.37
2005-10-25 18:00:00,27.6,14.61,1.3,0.0,98.43
2005-10-25 19:00:00,26.96,14.83,1.25,0.0,98.49
2005-10-25 20:00:00,26.61,14.87,1.14,0.0,98.53
2005-10-25 21:00:00,26.46,14.68,0.93,0.0,98.54
2005-10-25 22:00:00,26.06,14.75,0.6,0.0,98.51
2005-10-25 23:00:00,25.87,14.77,0.22,0.0,98.47
2005-10-26 00:00:00,24.98,15.61,0.38,0.0,98.43
2005-10-26 01:00:00,23.61,17.16,0.86,0.0,98.41
2005-10-26 02:00:00,22.04,19.17,1.16,0.0,98.4
2005-10-26 03:00:00,20.64,21.15,1.31,0.0,98.41
2005-10-26 04:00:00,19.69,22.58,1.36,0.0,98.44
2005-10-26 05:00:00,19.09,23.67,1.36,0.0,98.51
2005-10-26 06:00:00,18.7,24.56,1.35,0.09,98.58
2005-10-26 07:00:00,20.31,23.56,1.07,0.73,98.65
2005-10-26 08:00:00,23.85,18.68,2.03,1.49,98.71
2005-10-26 09:00:00,26.96,15.62,1.52,2.15,98.72
2005-10-26 10:00:00,32.18,10.28,0.95,2.62,98.69
2005-10-26 11:00:00,34.19,9.2,1.21,2.84,98.62
2005-10-26 12:00:00,35.05,8.88,1.41,2.8,98.52
2005-10-26 13:00:00,35.42,8.77,1.56,2.49,98.43
2005-10-26 14:00:00,35.38,8.76,1.63,1.95,98.38
2005-10-26 15:00:00,34.78,8.89,1.66,1.24,98.37
2005-10-26 16:00:00,33.06,10.28,1.11,0.47,98.37
2005-10-26 17:00:00,29.51,14.07,1.12,0.02,98.41
2005-10-26 18:00:00,27.75,15.0,1.27,0.0,98.48
2005-10-26 19:00:00,26.68,15.8,1.31,0.0,98.54
2005-10-26 20:00:00,25.77,16.63,1.33,0.0,98.59
2005-10-26 21:00:00,24.99,17.53,1.33,0.0,98.6
2005-10-26 22:00:00,24.33,18.44,1.31,0.0,98.6
2005-10-26 23:00:00,23.8,19.35,1.27,0.0,98.58
2005-10-27 00:00:00,23.38,20.22,1.2,0.0,98.55
2005-10-27 01:00:00,23.02,21.0,1.09,0.0,98.52
2005-10-27 02:00:00,22.63,21.67,0.99,0.0,98.5
2005-10-27 03:00:00,22.26,22.28,0.85,0.0,98.49
2005-10-27 04:00:00,21.81,22.96,0.69,0.0,98.52
2005-10-27 05:00:00,21.28,23.67,0.53,0.0,98.57
2005-10-27 06:00:00,20.9,24.25,0.38,0.08,98.63
2005-10-27 07:00:00,21.69,24.02,0.3,0.65,98.68
2005-10-27 08:00:00,23.55,21.3,0.42,1.39,98.71
2005-10-27 09:00:00,26.58,18.28,0.51,2.05,98.72
2005-10-27 10:00:00,31.39,14.22,1.57,2.52,98.7
2005-10-27 11:00:00,33.38,12.95,2.07,2.71,98.65
2005-10-27 12:00:00,34.07,12.57,2.26,2.75,98.57
2005-10-27 13:00:00,34.27,12.42,2.36,2.38,98.5
2005-10-27 14:00:00,34.03,12.43,2.38,1.85,98.44
2005-10-27 15:00:00,33.44,12.75,2.34,1.17,98.42
2005-10-27 16:00:00,31.72,14.35,1.4,0.42,98.43
2005-10-27 17:00:00,28.11,19.12,1.17,0.02,98.47
2005-10-27 18:00:00,26.54,20.61,1.3,0.0,98.53
2005-10-27 19:00:00,25.6,21.51,1.33,0.0,98.59
2005-10-27 20:00:00,24.71,22.38,1.34,0.0,98.62
2005-10-27 21:00:00,23.87,23.22,1.34,0.0,98.64
2005-10-27 22:00:00,23.18,23.88,1.34,0.0,98.64
2005-10-27 23:00:00,22.61,24.31,1.31,0.0,98.61
2005-10-28 00:00:00,22.12,24.62,1.29,0.0,98.58
2005-10-28 01:00:00,21.61,25.03,1.28,0.0,98.55
2005-10-28 02:00:00,21.05,25.46,1.27,0.0,98.55
2005-10-28 03:00:00,20.37,26.16,1.3,0.0,98.57
2005-10-28 04:00:00,19.58,27.13,1.32,0.0,98.61
2005-10-28 05:00:00,18.7,28.46,1.34,0.0,98.67
2005-10-28 06:00:00,17.96,29.61,1.33,0.07,98.74
2005-10-28 07:00:00,19.63,27.04,1.27,0.59,98.82
2005-10-28 08:00:00,22.83,21.78,2.54,1.26,98.89
2005-10-28 09:00:00,25.57,18.72,1.86,1.9,98.92
2005-10-28 10:00:00,30.31,14.24,1.86,2.37,98.92
2005-10-28 11:00:00,32.48,12.32,1.69,2.59,98.87
2005-10-28 12:00:00,33.32,11.41,1.77,2.74,98.81
2005-10-28 13:00:00,33.67,10.85,2.02,2.43,98.74
2005-10-28 14:00:00,33.56,10.67,2.35,1.89,98.69
2005-10-28 15:00:00,32.98,11.02,2.54,1.18,98.67
2005-10-28 16:00:00,31.04,13.1,1.54,0.43,98.67
2005-10-28 17:00:00,26.93,18.22,1.28,0.02,98.69
2005-10-28 18:00:00,25.17,20.32,1.41,0.0,98.74
2005-10-28 19:00:00,24.24,21.76,1.43,0.0,98.79
2005-10-28 20:00:00,23.61,22.71,1.4,0.0,98.82
2005-10-28 21:00:00,23.34,22.92,1.33,0.0,98.82
2005-10-28 22:00:00,23.21,22.71,1.24,0.0,98.82
2005-10-28 23:00:00,22.93,22.69,1.16,0.0,98.78
2005-10-29 00:00:00,22.43,23.09,1.14,0.0,98.74
2005-10-29 01:00:00,21.82,23.66,1.14,0.0,98.71
2005-10-29 02:00:00,21.08,24.62,1.21,0.0,98.69
2005-10-29 03:00:00,20.16,25.99,1.29,0.0,98.68
2005-10-29 04:00:00,19.15,27.68,1.36,0.0,98.68
2005-10-29 05:00:00,18.24,29.31,1.38,0.0,98.72
2005-10-29 06:00:00,17.54,30.57,1.4,0.07,98.77
2005-10-29 07:00:00,19.57,27.42,1.44,0.64,98.82
2005-10-29 08:00:00,23.11,21.8,3.06,1.36,98.86
2005-10-29 09:00:00,26.17,18.29,2.52,2.02,98.87
2005-10-29 10:00:00,30.53,14.23,1.2,2.48,98.85
2005-10-29 11:00:00,32.32,12.75,1.43,2.7,98.77
2005-10-29 12:00:00,33.19,12.07,2.1,2.63,98.68
2005-10-29 13:00:00,33.56,11.53,2.61,2.43,98.58
2005-10-29 14:00:00,33.41,11.29,2.92,1.81,98.51
2005-10-29 15:00:00,32.8,11.48,2.96,1.16,98.47
2005-10-29 16:00:00,30.94,13.21,1.78,0.42,98.45
2005-10-29 17:00:00,26.88,17.78,1.26,0.02,98.46
2005-10-29 18:00:00,25.48,18.69,1.34,0.0,98.49
2005-10-29 19:00:00,25.05,18.59,1.3,0.0,98.52
2005-10-29 20:00:00,24.98,18.02,1.17,0.0,98.53
2005-10-29 21:00:00,25.07,17.38,0.88,0.0,98.53
2005-10-29 22:00:00,25.08,16.97,0.39,0.0,98.49
2005-10-29 23:00:00,24.52,17.54,0.27,0.0,98.45
2005-10-30 00:00:00,23.23,19.27,0.82,0.0,98.41
2005-10-30 01:00:00,21.72,21.54,1.16,0.0,98.37
2005-10-30 02:00:00,20.39,23.77,1.32,0.0,98.35
2005-10-30 03:00:00,19.2,26.01,1.43,0.0,98.34
2005-10-30 04:00:00,18.06,28.47,1.48,0.0,98.35
2005-10-30 05:00:00,17.05,30.75,1.51,0.0,98.37
2005-10-30 06:00:00,16.35,32.59,1.56,0.07,98.42
2005-10-30 07:00:00,18.74,28.77,1.67,0.65,98.47
2005-10-30 08:00:00,22.79,22.43,3.35,1.39,98.51
2005-10-30 09:00:00,25.91,18.56,2.72,2.05,98.53
2005-10-30 10:00:00,30.9,11.28,2.37,2.51,98.5
2005-10-30 11:00:00,33.12,8.41,2.23,2.74,98.42
2005-10-30 12:00:00,34.06,7.47,2.25,2.83,98.32
2005-10-30 13:00:00,34.45,6.96,2.27,2.52,98.22
2005-10-30 14:00:00,34.42,6.74,2.19,1.98,98.17
2005-10-30 15:00:00,33.89,6.73,1.96,1.26,98.14
2005-10-30 16:00:00,31.97,8.59,0.95,0.47,98.14
2005-10-30 17:00:00,29.85,9.54,0.76,0.02,98.17
2005-10-30 18:00:00,29.27,9.02,0.37,0.0,98.21
2005-10-30 19:00:00,28.5,9.32,0.26,0.0,98.27
2005-10-30 20:00:00,26.96,10.42,0.87,0.0,98.31
2005-10-30 21:00:00,24.75,12.28,1.33,0.0,98.32
2005-10-30 22:00:00,22.53,14.56,1.55,0.0,98.31
2005-10-30 23:00:00,20.82,16.54,1.61,0.0,98.29
2005-10-31 00:00:00,19.69,18.14,1.67,0.0,98.26
2005-10-31 01:00:00,18.9,19.56,1.74,0.0,98.24
2005-10-31 02:00:00,18.24,21.06,1.79,0.0,98.21
2005-10-31 03:00:00,17.61,22.53,1.81,0.0,98.21
2005-10-31 04:00:00,17.04,24.01,1.89,0.0,98.23
2005-10-31 05:00:00,16.56,25.35,2.04,0.0,98.28
2005-10-31 06:00:00,16.21,26.45,2.25,0.07,98.33
2005-10-31 07:00:00,18.71,23.11,3.45,0.69,98.39
2005-10-31 08:00:00,21.57,19.43,4.14,1.46,98.44
2005-10-31 09:00:00,25.04,15.86,3.26,2.12,98.45
2005-10-31 10:00:00,30.51,10.19,3.18,2.58,98.43
